Universidad,Tipo Titulación,Facultad,Titulación,Título,Autor,Año,URL,Archivo Abstract,Palabras Clave,Idioma Abstract
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en en Investigación e Innovación en Inteligencia Computacional y Sistemas Interactivos,Estudio de una Red Neuronal Recurrente Dual aplicada a la generación de secuencias,"Oliva Moya, Christian",2020,https://repositorio.uam.es/handle/10486/692547,abstracts_uam_TFM\Estudio_de_una_Red_Neuronal_Re_2020_53183777.txt,Redes neuronales recurrentes; Autómatas finitos deterministas; Interpretabilidad,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,"Máster Universitario en Investigación e Innovación en Inteligencia Computacional y Sistemas Interactivos",Max-value entropy search for multi-objective bayesian optimization with unknown constraints,"Fernández Sánchez, Daniel",2020,https://repositorio.uam.es/handle/10486/692534,abstracts_uam_TFM\Max-value_entropy_search_for_m_2020_66449498.txt,Optimización Bayesiana; Múltiples objetivos y restricciones; Procesos Gaussianos,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en en Investigación e Innovación en Inteligencia Computacional y Sistemas Interactivos,Análisis espectral de procesos Gaussianos,"Muñoz Perera, Adrián",2020,https://repositorio.uam.es/handle/10486/692569,abstracts_uam_TFM\An_lisis_espectral_de_procesos_2020_26780920.txt,,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Ingeniería de Telecomunicación,Desarrollo de aplicaciones móviles de clasificación y detección de objetos a partir de redes convolucionales ligeras,"Casa Robles, Paulo Cesar",2020,https://repositorio.uam.es/handle/10486/692598,abstracts_uam_TFM\Desarrollo_de_aplicaciones_m_v_2020_71256565.txt,Visión Artificial; Aplicación; Dispositivo Móvil,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Ingeniería de Telecomunicación,Correlación de trazas de red con registros de servidor para monitorizar la calidad de servicio de conexiones cifradas,"González Hernández, David",2020,https://repositorio.uam.es/handle/10486/692613,abstracts_uam_TFM\Correlaci_n_de_trazas_de_red_c_2020_88170042.txt,Monitorización de tráfico; Log de acceso; Tráfico HTTP,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Trabajo Fin de Máster en Ingeniería Informática,Sistema de monitorización en tiempo real de los servicios digitales de la Universidad Autónoma de Madrid,"Coronado López, Abel",2020,https://repositorio.uam.es/handle/10486/695026,abstracts_uam_TFM\Sistema_de_monitorizaci_n_en_t_2020_46442295.txt,,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Ingeniería de Telecomunicación,Sistema de clasificación de paquetes a alta tasa utilizando redes neuronales convolucionales y  FPGAS,"Morales Gómez, Víctor",2021,https://repositorio.uam.es/handle/10486/697485,abstracts_uam_TFM\Sistema_de_clasificaci_n_de_pa_2021_84929830.txt,Análisis; Cifrado; Clasificación,spa
Universidad Autónoma de Madrid,Máster,Facultad de Ciencias,Trabajo Fin de Máster en Física de la Materia Condensada y de los Sistemas Biológicos (especialización en biofísica),Simulation of the formation of clusters of bioconjugated FeO nanoparticles after their specific interaction with a biomarker,"Palacios Alonso, Pablo",2020,https://repositorio.uam.es/handle/10486/694097,abstracts_uam_TFM\Simulation_of_the_formation_of_2020_61854540.txt,Colloids; nanoparticles; clustering formation; biosensing; bioconjugation; Brownian Dynamic simulation,eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,"Trabajo Fin de Máster en Bioinformática y Biología Computacional",Modelización metabólica de comunidades microbianas estables crecidas con fuentes de carbono y energía únicas y simples,"Talavera Marcos, Silvia",2021,https://repositorio.uam.es/handle/10486/695123,abstracts_uam_TFM\RND_Modelizaci_n_metab_lica_de_com_2021_86019003.txt,,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,"Trabajo Fin de Máster en Ingeniería de Telecomunicación",Diseño e implementación de un sistema para la monitorización de protocolos IoT,"Sanches Gómez, David",2021,https://repositorio.uam.es/handle/10486/695163,abstracts_uam_TFM\Dise_o_e_implementaci_n_de_un__2021_22330414.txt,Redes IoT; MQTT; CoAP,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Trabajo Fin de Máster en Investigación e Innovación en las TIC,Herramientas para la caracterización de la estructura temporal del seguimiento ocular para la recomendación de diagnóstico de enfermedades,"Godín Lorenzo, María",2020,https://repositorio.uam.es/handle/10486/695039,abstracts_uam_TFM\Herramientas_para_la_caracteri_2020_17453286.txt,seguimiento ocular; dislexia; déficit de atención,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,"Trabajo Fin de Máster en  Ingeniería de Telecomunicación",Implementación de un Sistema para el Despliegue de Funciones de Red Virtuales en un Entorno 5G,"Pascual Rueda, Borja",2021,https://repositorio.uam.es/handle/10486/695185,abstracts_uam_TFM\Implementaci_n_de_un_Sistema_p_2021_275335.txt,Virtualización; desacoplamiento; orquestador,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Trabajo Fin de Máster en Ingeniería Informática,Crawlers basados en reinforcement learning,"Pertejo Mangas, Adrián",2021,https://repositorio.uam.es/handle/10486/695128,abstracts_uam_TFM\Crawlers_basados_en_reinforcem_2021_32919902.txt,Recuperación de Información; Minería Web; Crawlers web,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Trabajo Fin de Máster en Ingeniería de Telecomunicación,Diseño de circuitos de computación cuántica para cálculo de riesgos financieros mediante la aplicación de redes neuronales,"París Murillo, Raúl",2021,https://repositorio.uam.es/handle/10486/695139,abstracts_uam_TFM\Dise_o_de_circuitos_de_computa_2021_48153930.txt,Computación cuántica; riesgos financieros; redes neuronales,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,"Trabajo Fin de Máster en  Bioinformática y Biología Computacional",Transcriptional and structural outcomes of genome-wide CTCF depletion in B cells,"Rodríguez Ronchel, Ana",2021,https://repositorio.uam.es/handle/10486/695122,abstracts_uam_TFM\Transcriptional_and_structural_2021_91649031.txt,CTCF; B cell; DNA loops,eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Trabajo Fin de Máster en Ingeniería Informática,Aplicación de Algoritmos de Machine Learning para predecir la probabilidad de abandono de estudiantes en MOOCs basándose en el modelo Context-aware Feature Interaction Network,"Dios Luna, Jim Bryan",2021,https://repositorio.uam.es/handle/10486/695100,abstracts_uam_TFM\Aplicaci_n_de_Algoritmos_de_Ma_2021_3885606.txt,,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Bioinformática y Biología Computacional,Implementación de una herramienta de aprendizaje automático como apoyo para el diagnóstico temprano de enfermedades neurodegenerativas,"Couce Iglesias, Marta",2021,https://repositorio.uam.es/handle/10486/697441,abstracts_uam_TFM\Implementaci_n_de_una_herramie_2021_80190133.txt,,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Bioinformática y Biología Computacional,Mejora en la generación automática de modelos metabólicos (GEM) de organismos relevantes en la industria alimentaria mediante gap filling,"Muñoz López, Francisco Manuel",2021,https://repositorio.uam.es/handle/10486/697442,abstracts_uam_TFM\Mejora_en_la_generaci_n_autom__2021_96731175.txt,Genome-Scale Metabolic Models; Flux Balance Analysis; Gap Filling,eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Ingeniería de Telecomunicación,Análisis de dispositivos de microondas con simetrías de primer y segundo orden mediante el Método de los Elementos Finitos 2D,"García Contreras, Ginés",2021,https://repositorio.uam.es/handle/10486/697365,abstracts_uam_TFM\An_lisis_de_dispositivos_de_mi_2021_72370037.txt,Finite Element Method (FEM); Homogeneous waveguides; TE and TM modes,eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Bioinformática y Biología Computacional,Cambios epigenómicos y transcriptómicos durante el envejecimiento en pez killi,"Reyes Benítez, Alejandro de los",2021,https://repositorio.uam.es/handle/10486/697459,abstracts_uam_TFM\Cambios_epigen_micos_y_transcr_2021_97075926.txt,Cerebro; Envejecimiento; Epigenética,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Ingeniería de Telecomunicación,Estructura EBG como filtro de rechazo de bandas,"Fabián Pizarro, Julio César",2021,https://repositorio.uam.es/handle/10486/697400,abstracts_uam_TFM\RND_Estructura_EBG_como_filtro_de__2021_83370669.txt,,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Trabajo Fin de Máster en Investigación e Innovación en Tecnologías de la Información y las Comunicaciones,Theoretical and experimental study of P300 ERP in the context of Brain-computer interfaces. Part II: An experimental study of inter-and intra-subject variability based on EEG recordings,"Salazar Palacios, Vanessa",2021,https://repositorio.uam.es/handle/10486/695135,abstracts_uam_TFM\Theoretical_and_experimental_s_2021_79182488.txt,Brain-Computer Interface; Enobio 8; g-Tec g.USBAmp,eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,"Trabajo Fin de Máster en Bioinformática y Biología Computacional",Desarrollo de herramientas computacionales para la clasificación de metabolitos a partir de notaciones putativas,"Barrero Rodríguez, Rafael",2021,https://repositorio.uam.es/handle/10486/695028,abstracts_uam_TFM\Desarrollo_de_herramientas_com_2021_52681736.txt,Anotación de metabolitos; bioinformática; identificación de metabolitos,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Trabajo fin de máster en Bioinformática y Biología Computacional,"MASV, a misassembly detection and variant calling pipeline for long reads data","Fuentes Palacios, Diego",2020,https://repositorio.uam.es/handle/10486/690550,abstracts_uam_TFM\MASV__a_misassembly_detection__2020_60359867.txt,E novo assembly; Third generation sequencing; Mis-assemblies,eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Ingeniería de Telecomunicación,Desarrollo aplicación web de autorregistros para terapeutas psicológicos y sus pacientes,"Rico Maldonado, Juan",2020,https://repositorio.uam.es/handle/10486/692625,abstracts_uam_TFM\Desarrollo_aplicaci_n_web_de_a_2020_28665426.txt,Autorregistro; Autoinforme; Online,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Trabajo de fin de máster en Bioinformática y Biología Computacional,"ExplorePipolin: a pipeline for identification and exploration of pipolins, novel mobile genetic elements widespread among bacteria","Chuprikova, Liubov",2020,https://repositorio.uam.es/handle/10486/692516,abstracts_uam_TFM\ExplorePipolin__a_pipeline_for_2020_59701721.txt,Mobile genetic elements; Pipolins; Primer-independent DNA polymerase B; Escherichia coli; Pipeline; Python,eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Trabajo fin de máster en Bioinformática y Biología Computacional,Tumour associated microbiota: comparison of methods for the identification of low abundance microbiome samples using RNA sequencing data,"Jurado Rueda, Francisco José",2020,https://repositorio.uam.es/handle/10486/690557,abstracts_uam_TFM\Tumour_associated_microbiota___2020_85848359.txt,Microbiome; RNA sequencing; Bladder cancer,eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Ingeniería de Telecomunicación,Diseño e implementación de una red de sensores basada en protocolos IoT para monitorización de mercancías,"Gómez Moreno, Rubén",2020,https://repositorio.uam.es/handle/10486/690544,abstracts_uam_TFM\Dise_o_e_implementaci_n_de_una_2020_30425113.txt,Internet de las cosas; Elasticsearch; Kibana,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Ingeniería Informática,Motor algebraico extensible para Chalkpy,"Salcedo Valderrama, Laura",2018,https://repositorio.uam.es/handle/10486/685342,abstracts_uam_TFM\Motor_algebraico_extensible_pa_2018_23776557.txt,Chalkpy; Computer Algebra System; Algebra,spa
Universidad Autónoma de Madrid,Máster,Facultad de Ciencias Económicas y Empresariales,Trabajo de Fin de Máster. Curso 2016/2018. Máster en Dirección de Marketing,Desarrollo de experiencias en entornos virtuales,"Ruiz Santamaría, Andrea",2018,https://repositorio.uam.es/handle/10486/688125,abstracts_uam_TFM\Desarrollo_de_experiencias_en__2018_78678164.txt,Co creación de valor; Service Dominant Logic; Co creación de experiencias; Marketing experiencial; Plataformas virtuales,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster en Investigación e Innovación en Tecnologías de la Información y las Comunicaciones,Aplicación para la recomendación de diagnóstico de apnea del sueño,"Martín Almansa, Alejandro Antonio",2018,https://repositorio.uam.es/handle/10486/685381,abstracts_uam_TFM\Aplicaci_n_para_la_recomendaci_2018_23874747.txt,Apnea del sueño,spa
Universidad Autónoma de Madrid,Máster,Facultad de Ciencias Económicas y Empresariales,Trabajo Fin de Máster. Curso académico: 2017-2018. Máster en Desarrollo Económico y Políticas Públicas,El impacto de la desigualdad de ingresos en el bienestar subjetivo en China: Un estudio basado en la CGSS,"Ding, Jiawen",2018,https://repositorio.uam.es/handle/10486/688129,abstracts_uam_TFM\RND_El_impacto_de_la_desigualdad_d_2018_82793079.txt,China; Bienestar y calidad de vida; Diferencias regionales; Diferencias salariales; Empleo,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Ingeniería Informática,Sistema de e-learning ligero para evaluar el impacto de la gamificación en entornos educativos,"Pepa, Guido Martín",2017,https://repositorio.uam.es/handle/10486/681128,abstracts_uam_TFM\Sistema_de_e-learning_ligero_p_2017_32214287.txt,Gamificación; Motivación; Dinámicas de juego,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en en Investigación e Innovación en Inteligencia Computacional y Sistemas Interactivos,Estudio del impacto de aplicar ensembles y ventanas temporales en la recomendación de POIs,"Navarro Sánchez, Sergio",2020,https://repositorio.uam.es/handle/10486/692545,abstracts_uam_TFM\Estudio_del_impacto_de_aplicar_2020_74457777.txt,Sistema de recomendación; Punto de Interés; POI,eng
